ID,class
375,8
376,2
377,5
378,9
379,4
380,7
381,0
382,5
383,1
384,2
385,0
386,9
387,7
388,4
389,8
390,9
391,8
392,3
393,4
394,9
395,6
396,9
397,9
398,2
399,0
400,6
401,5
402,5
403,4
404,4
405,6
406,6
407,9
408,6
409,1
410,4
411,2
412,1
413,1
414,0
415,0
416,3
417,6
418,7
419,0
420,6
421,0
422,6
423,7
424,4
425,7
426,9
427,7
428,2
429,6
430,3
431,3
432,9
433,9
434,6
435,5
436,5
437,7
438,1
439,3
440,4
441,9
442,4
443,4
444,3
445,7
446,4
447,7
448,5
449,3
450,3
451,7
452,9
453,1
454,9
455,6
456,4
457,8
458,9
459,1
460,4
461,1
462,6
463,7
464,2
465,9
466,8
467,2
468,9
469,2
470,3
471,8
472,2
473,9
474,3
475,2
476,9
477,5
478,5
479,1
480,7
481,4
482,6
483,5
484,5
485,3
486,5
487,0
488,9
489,6
490,5
491,9
492,6
493,6
494,4
495,3
496,0
497,8
498,0
499,1
500,7
501,8
502,7
503,5
504,5
505,5
506,6
507,0
508,6
509,6
510,9
511,2
512,4
513,9
514,6
515,2
516,8
517,5
518,0
519,2
520,3
521,6
522,9
523,0
524,1
525,9
526,9
527,2
528,9
529,1
530,8
531,4
532,0
533,1
534,1
535,7
536,9
537,7
538,7
539,4
540,6
541,6
542,6
543,7
544,8
545,9
546,2
547,4
548,0
549,3
550,8
551,5
552,0
553,1
554,0
555,0
556,6
557,7
558,4
559,1
560,9
561,6
562,7
563,8
564,2
565,1
566,9
567,1
568,9
569,6
570,1
571,7
572,5
573,9
574,3
575,1
576,3
577,9
578,3
579,9
580,0
581,0
582,1
583,8
584,4
585,4
586,2
587,3
588,1
589,0
590,0
591,0
592,0
593,1
594,0
595,8
596,2
597,9
598,0
599,6
600,8
601,6
602,6
603,5
604,6
605,4
606,9
607,3
608,2
609,3
610,9
611,0
612,5
613,3
614,5
615,5
616,6
617,7
618,7
619,6
620,7
621,9
622,0
623,4
624,8
625,7
626,2
627,6
628,7
629,5
630,4
631,1
632,7
633,6
634,0
635,2
636,8
637,1
638,5
639,9
640,7
641,0
642,6
643,0
644,0
645,6
646,0
647,7
648,4
649,1
650,6
651,5
652,4
653,3
654,9
655,7
656,7
657,1
658,2
659,7
660,8
661,8
662,6
663,6
664,4
665,6
666,1
667,5
668,5
669,2
670,1
671,8
672,8
673,1
674,2
675,7
676,0
677,2
678,9
679,7
680,5
681,8
682,5
683,0
684,3
685,0
686,2
687,1
688,0
689,2
690,1
691,1
692,9
693,1
694,5
695,4
696,6
697,1
698,3
699,2
700,3
701,4
702,2
703,2
704,0
705,6
706,7
707,5
708,3
709,7
710,0
711,5
712,9
713,4
714,9
715,5
716,1
717,7
718,8
719,7
720,9
721,8
722,5
723,5
724,4
725,4
726,0
727,5
728,1
729,1
730,3
731,2
732,1
733,6
734,1
735,3
736,5
737,4
738,9
739,4
740,0
741,3
742,9
743,3
744,1
745,6
746,6
747,3
748,2
749,7
750,2
751,9
752,3
753,3
754,5
755,5
756,9
757,1
758,0
759,9
760,8
761,0
762,9
763,5
764,7
765,8
766,7
767,5
768,7
769,7
770,0
771,6
772,4
773,5
774,9
775,4
776,5
777,9
778,1
779,5
780,8
781,5
782,5
783,7
784,5
785,6
786,0
787,7
788,9
789,4
790,9
791,4
792,4
793,7
794,7
795,6
796,3
797,1
798,5
799,4
800,9
801,5
802,3
803,3
804,3
805,8
806,2
807,3
808,9
809,7
810,8
811,4
812,9
813,3
814,3
815,8
816,9
817,3
818,3
819,7
820,7
821,8
822,1
823,1
824,5
825,5
826,9
827,0
828,7
829,6
830,8
831,9
832,4
833,4
834,9
835,9
836,3
837,4
838,7
839,5
840,7
841,5
842,9
843,4
844,3
845,4
846,9
847,4
848,3
849,3
850,2
851,4
852,7
853,9
854,9
855,6
856,1
857,0
858,7
859,3
860,3
861,6
862,5
863,0
864,2
865,8
866,8
867,0
868,4
869,8
870,4
871,9
872,3
873,0
874,2
875,6
876,3
877,4
878,7
879,6
880,0
881,3
882,7
883,2
884,1
885,9
886,4
887,4
888,3
889,5
890,4
891,0
892,7
893,5
894,6
895,9
896,1
897,5
898,2
899,4
900,4
901,4
902,3
903,5
904,8
905,1
906,6
907,0
908,6
909,4
910,0
911,1
912,7
913,5
914,1
915,8
916,5
917,4
918,4
919,9
920,7
921,7
922,4
923,4
924,1
925,6
926,0
927,6
928,0
929,0
930,1
931,1
932,9
933,4
934,0
935,7
936,0
937,6
938,9
939,7
940,3
941,4
942,1
943,3
944,2
945,3
946,4
947,7
948,9
949,3
950,8
951,4
952,5
953,7
954,8
955,7
956,1
957,5
958,1
959,0
960,6
961,0
962,2
963,3
964,8
965,5
966,5
967,9
968,7
969,5
970,0
971,1
972,7
973,7
974,6
975,3
976,1
977,7
978,3
979,4
980,3
981,1
982,1
983,2
984,2
985,3
986,9
987,1
988,7
989,9
990,8
991,0
992,4
993,9
994,8
995,9
996,3
997,0
998,9
999,1
1000,4
1001,0
1002,5
1003,5
1004,4
1005,0
1006,9
1007,2
1008,0
1009,6
1010,9
1011,8
1012,6
1013,6
1014,7
1015,5
1016,0
1017,6
1018,0
1019,6
1020,5
1021,4
1022,7
1023,1
1024,5
1025,2
1026,4
1027,7
1028,4
1029,7
1030,7
1031,3
1032,7
1033,4
1034,6
1035,2
1036,9
1037,6
1038,1
1039,5
1040,7
1041,1
1042,6
1043,9
1044,3
1045,0
1046,5
1047,0
1048,5
1049,3
1050,0
1051,6
1052,0
1053,7
1054,7
1055,5
1056,3
1057,8
1058,4
1059,4
1060,1
1061,9
1062,3
1063,7
1064,3
1065,0
1066,2
1067,4
1068,5
1069,3
1070,2
1071,3
1072,0
1073,3
1074,4
1075,9
1076,2
1077,8
1078,5
1079,1
1080,1
1081,3
1082,8
1083,9
1084,1
1085,8
1086,4
1087,6
1088,1
1089,3
1090,7
1091,8
1092,6
1093,1
1094,5
1095,2
1096,1
1097,7
1098,6
1099,3
1100,8
1101,9
1102,3
1103,3
1104,0
1105,5
1106,4
1107,5
1108,4
1109,2
1110,1
1111,4
1112,7
1113,8
1114,7
1115,2
1116,8
1117,9
1118,0
1119,6
1120,7
1121,4
1122,3
1123,0
1124,1
1125,8
1126,4
1127,5
1128,7
1129,0
1130,7
1131,4
1132,7
1133,1
1134,5
1135,1
1136,7
1137,0
1138,5
1139,4
1140,0
1141,6
1142,1
1143,4
1144,1
1145,1
1146,1
1147,5
1148,9
1149,0
1150,8
1151,5
1152,7
1153,7
1154,8
1155,1
1156,5
1157,5
1158,9
1159,8
1160,0
1161,3
1162,5
1163,3
1164,1
1165,5
1166,3
1167,7
1168,0
1169,2
1170,7
1171,6
1172,5
1173,5
1174,6
1175,9
1176,9
1177,4
1178,4
1179,3
1180,2
1181,6
1182,7
1183,0
1184,1
1185,4
1186,3
1187,7
1188,1
1189,1
1190,4
1191,0
1192,6
1193,6
1194,0
1195,7
1196,6
1197,4
1198,3
1199,5
1200,5
1201,6
1202,5
1203,2
1204,6
1205,8
1206,1
1207,4
1208,0
1209,0
1210,7
1211,5
1212,1
1213,6
1214,1
1215,1
1216,3
1217,4
1218,4
1219,9
1220,0
1221,8
1222,4
1223,9
1224,4
1225,5
1226,9
1227,5
1228,6
1229,5
1230,7
1231,8
1232,3
1233,5
1234,4
1235,2
1236,8
1237,3
1238,1
1239,2
1240,4
1241,7
1242,3
1243,5
1244,6
1245,0
1246,1
1247,3
1248,9
1249,3
1250,0
1251,3
1252,0
1253,9
1254,9
1255,0
1256,0
1257,3
1258,4
1259,5
1260,7
1261,6
1262,3
1263,7
1264,7
1265,7
1266,6
1267,5
1268,4
1269,5
1270,6
1271,8
1272,2
1273,6
1274,3
1275,7
1276,5
1277,5
1278,7
1279,4
1280,9
1281,6
1282,8
1283,1
1284,6
1285,8
1286,3
1287,6
1288,7
1289,5
1290,5
1291,3
1292,3
1293,6
1294,1
1295,5
1296,8
1297,7
1298,8
1299,3
1300,6
1301,4
1302,0
1303,6
1304,4
1305,7
1306,5
1307,5
1308,8
1309,3
1310,8
1311,7
1312,6
1313,3
1314,4
1315,1
1316,9
1317,6
1318,7
1319,5
1320,8
1321,4
1322,6
1323,3
1324,1
1325,6
1326,8
1327,8
1328,9
1329,9
1330,3
1331,3
1332,2
1333,5
1334,3
1335,7
1336,0
1337,0
1338,4
1339,6
1340,7
1341,5
1342,4
1343,2
1344,3
1345,6
1346,2
1347,3
1348,6
1349,9
1350,4
1351,0
1352,2
1353,4
1354,4
1355,0
1356,5
1357,9
1358,9
1359,9
1360,7
1361,8
1362,1
1363,8
1364,1
1365,4
1366,8
1367,8
1368,1
1369,9
1370,1
1371,0
1372,8
1373,8
1374,0
1375,8
1376,5
1377,7
1378,3
1379,8
1380,8
1381,8
1382,1
1383,9
1384,9
1385,6
1386,3
1387,1
1388,4
1389,3
1390,1
1391,3
1392,1
1393,1
1394,8
1395,3
1396,3
1397,5
1398,5
1399,4
1400,8
1401,3
1402,4
1403,3
1404,0
1405,9
1406,4
1407,0
1408,5
1409,8
1410,9
1411,6
1412,1
1413,1
1414,5
1415,3
1416,3
1417,7
1418,6
1419,5
1420,1
1421,3
1422,6
1423,4
1424,4
1425,5
1426,0
1427,7
1428,1
1429,6
1430,2
1431,7
1432,3
1433,7
1434,9
1435,7
1436,2
1437,5
1438,8
1439,9
1440,8
1441,3
1442,6
1443,2
1444,1
1445,6
1446,6
1447,1
1448,6
1449,9
1450,1
1451,5
1452,0
1453,5
1454,5
1455,1
1456,8
1457,3
1458,6
1459,3
1460,8
1461,0
1462,2
1463,7
1464,4
1465,2
1466,8
1467,8
1468,7
1469,9
1470,8
1471,9
1472,9
1473,5
1474,7
1475,7
1476,8
1477,7
1478,1
1479,5
1480,3
1481,8
1482,5
1483,4
1484,0
1485,3
1486,9
1487,1
1488,6
1489,0
1490,3
1491,9
1492,1
1493,2
1494,3
1495,3
1496,9
1497,1
1498,8
1499,3
1500,1
1501,5
1502,7
1503,2
1504,6
1505,7
1506,8
1507,1
1508,3
1509,6
1510,7
1511,5
1512,3
1513,3
1514,7
1515,6
1516,0
1517,4
1518,2
1519,6
1520,1
1521,5
1522,5
1523,0
1524,9
1525,1
1526,5
1527,5
1528,3
1529,7
1530,9
1531,1
1532,8
1533,4
1534,9
1535,7
1536,1
1537,2
1538,2
1539,8
1540,7
1541,0
1542,1
1543,6
1544,4
1545,5
1546,1
1547,7
1548,6
1549,3
1550,5
1551,1
1552,8
1553,3
1554,4
1555,5
1556,5
1557,4
1558,6
1559,8
1560,4
1561,0
1562,9
1563,3
1564,1
1565,1
1566,5
1567,6
1568,5
1569,4
1570,2
1571,5
1572,8
1573,2
1574,6
1575,0
1576,5
1577,0
1578,6
1579,3
1580,4
1581,5
1582,9
1583,5
1584,6
1585,4
1586,2
1587,4
1588,3
1589,6
1590,4
1591,8
1592,5
1593,7
1594,8
1595,7
1596,9
1597,1
1598,5
1599,3
1600,8
1601,0
1602,4
1603,4
1604,6
1605,3
1606,6
1607,4
1608,5
1609,3
1610,5
1611,9
1612,5
1613,1
1614,9
1615,7
1616,1
1617,2
1618,3
1619,8
1620,1
1621,5
1622,1
1623,5
1624,9
1625,6
1626,6
1627,4
1628,8
1629,8
1630,4
1631,9
1632,1
1633,5
1634,4
1635,5
1636,6
1637,7
1638,0
1639,5
1640,7
1641,3
1642,5
1643,3
1644,8
1645,5
1646,7
1647,9
1648,3
1649,0
1650,8
1651,9
1652,7
1653,8
1654,7
1655,1
1656,5
1657,7
1658,4
1659,9
1660,8
1661,6
1662,7
1663,0
1664,1
1665,2
1666,1
1667,9
1668,4
1669,7
1670,4
1671,3
1672,5
1673,3
1674,1
1675,6
1676,5
1677,9
1678,9
1679,9
1680,5
1681,1
1682,7
1683,7
1684,5
1685,8
1686,0
1687,5
1688,2
1689,6
1690,4
1691,3
1692,9
1693,3
1694,1
1695,5
1696,2
1697,3
1698,7
1699,6
1700,2
1701,9
1702,5
1703,4
1704,5
1705,9
1706,5
1707,9
1708,2
1709,3
1710,7
1711,2
1712,1
1713,1
1714,5
1715,9
1716,3
1717,4
1718,6
1719,4
1720,9
1721,3
1722,6
1723,3
1724,4
1725,0
1726,5
1727,0
1728,6
1729,3
1730,5
1731,0
1732,5
1733,5
1734,6
1735,7
1736,3
1737,3
1738,9
1739,6
1740,3
1741,1
1742,8
1743,1
1744,2
1745,6
1746,0
1747,6
1748,1
1749,6
1750,9
1751,1
1752,4
1753,1
1754,3
1755,9
1756,4
1757,7
1758,9
1759,0
1760,8
1761,4
1762,5
1763,6
1764,4
1765,1
1766,5
1767,1
1768,3
1769,6
1770,6
1771,0
1772,4
1773,8
1774,1
1775,6
1776,8
1777,1
1778,8
1779,4
1780,1
1781,5
1782,5
1783,2
1784,4
1785,1
1786,6
1787,0
1788,7
1789,5
1790,1
1791,5
1792,8
1793,1
1794,5
1795,4
1796,5
1797,9
1798,4
1799,3
1800,0
1801,4
1802,5
1803,8
1804,5
1805,8
1806,0
1807,6
1808,1
1809,0
1810,4
1811,2
1812,8
1813,1
1814,3
1815,5
1816,0
1817,3
1818,8
1819,7
1820,9
1821,1
1822,3
1823,8
1824,2
1825,4
1826,4
1827,9
1828,8
1829,3
1830,9
1831,0
1832,1
1833,4
1834,2
1835,7
1836,8
1837,5
1838,3
1839,9
1840,4
1841,9
1842,9
1843,7
1844,7
1845,6
1846,3
1847,3
1848,3
1849,0
1850,3
1851,7
1852,2
1853,4
1854,4
1855,9
1856,8
1857,6
1858,5
1859,5
1860,5
1861,9
1862,6
1863,1
1864,1
1865,4
1866,6
1867,4
1868,8
1869,8
1870,8
1871,6
1872,4
1873,5
1874,7
1875,7
1876,4
1877,3
1878,5
1879,7
1880,8
1881,7
1882,1
1883,7
1884,1
1885,9
1886,8
1887,7
1888,2
1889,4
1890,6
1891,8
1892,4
1893,7
1894,4
1895,3
1896,5
1897,0
1898,9
1899,1
1900,7
1901,0
1902,3
1903,7
1904,2
1905,7
1906,4
1907,8
1908,5
1909,9
1910,3
1911,5
1912,9
1913,8
1914,5
1915,9
1916,8
1917,3
1918,5
1919,5
1920,9
1921,0
1922,4
1923,8
1924,9
1925,8
1926,7
1927,9
1928,5
1929,4
1930,6
1931,7
1932,6
1933,6
1934,6
1935,3
1936,0
1937,3
1938,0
1939,4
1940,7
1941,8
1942,1
1943,4
1944,1
1945,1
1946,8
1947,5
1948,6
1949,5
1950,6
1951,0
1952,7
1953,3
1954,5
1955,1
1956,9
1957,8
1958,4
1959,2
1960,1
1961,2
1962,3
1963,2
1964,7
1965,0
1966,3
1967,0
1968,2
1969,9
1970,5
1971,7
1972,4
1973,7
1974,1
1975,3
1976,1
1977,5
1978,1
1979,5
1980,2
1981,6
1982,0
1983,8
1984,6
1985,9
1986,5
1987,3
1988,7
1989,1
1990,1
1991,1
1992,0
1993,2
1994,2
1995,5
1996,6
1997,6
1998,5
1999,5
2000,5
2001,9
2002,4
2003,4
2004,9
2005,5
2006,8
2007,5
2008,4
2009,2
2010,3
2011,4
2012,5
2013,7
2014,6
2015,6
2016,9
2017,7
2018,9
2019,9
2020,7
2021,3
2022,1
2023,5
2024,5
2025,5
2026,5
2027,2
2028,9
2029,2
2030,5
2031,0
2032,8
2033,8
2034,2
2035,6
2036,5
2037,8
2038,5
2039,9
2040,5
2041,5
2042,4
2043,1
2044,8
2045,9
2046,1
2047,8
2048,4
2049,2
2050,3
2051,3
2052,2
2053,7
2054,7
2055,6
2056,6
2057,1
2058,2
2059,1
2060,3
2061,9
2062,2
2063,9
2064,2
2065,8
2066,1
2067,9
2068,6
2069,8
2070,0
2071,2
2072,3
2073,7
2074,8
2075,1
2076,9
2077,3
2078,7
2079,2
2080,7
2081,6
2082,1
2083,9
2084,3
2085,7
2086,5
2087,1
2088,6
2089,6
2090,0
2091,6
2092,4
2093,8
2094,7
2095,3
2096,7
2097,4
2098,5
2099,8
2100,5
2101,1
2102,2
2103,5
2104,5
2105,4
2106,3
2107,2
2108,1
2109,3
2110,7
2111,0
2112,5
2113,4
2114,1
2115,3
2116,1
2117,9
2118,0
2119,8
2120,3
2121,3
2122,8
2123,5
2124,8
2125,2
2126,5
2127,9
2128,7
2129,9
2130,2
2131,5
2132,1
2133,1
2134,3
2135,2
2136,6
2137,3
2138,3
2139,9
2140,3
2141,2
2142,3
2143,6
2144,7
2145,1
2146,8
2147,6
2148,6
2149,5
2150,3
2151,3
2152,5
2153,9
2154,5
2155,9
2156,4
2157,9
2158,0
2159,9
2160,6
2161,6
2162,5
2163,1
2164,5
2165,8
2166,2
2167,3
2168,5
2169,4
2170,1
2171,9
2172,6
2173,2
2174,7
2175,8
2176,6
2177,5
2178,0
2179,2
2180,6
2181,7
2182,7
2183,3
2184,9
2185,4
2186,3
2187,7
2188,0
2189,6
2190,0
2191,6
2192,6
2193,9
2194,7
2195,5
2196,1
2197,1
2198,6
2199,8
2200,9
2201,6
2202,2
2203,3
2204,5
2205,0
2206,8
2207,9
2208,7
2209,3
2210,5
2211,3
2212,8
2213,4
2214,7
2215,6
2216,7
2217,6
2218,0
2219,3
2220,7
2221,7
2222,3
2223,5
2224,6
2225,9
2226,2
2227,7
2228,2
2229,0
2230,7
2231,0
2232,7
2233,8
2234,3
2235,6
2236,3
2237,7
2238,8
2239,0
2240,3
2241,5
2242,9
2243,9
2244,0
2245,3
2246,1
2247,1
2248,8
2249,2
2250,1
2251,3
2252,1
2253,8
2254,4
2255,5
2256,1
2257,3
2258,6
2259,7
2260,5
2261,1
2262,4
2263,5
2264,5
2265,4
2266,9
2267,3
2268,3
2269,9
2270,8
2271,2
2272,3
2273,4
2274,0
2275,6
2276,4
2277,5
2278,9
2279,5
2280,5
2281,1
2282,9
2283,3
2284,8
2285,9
2286,3
2287,6
2288,1
2289,1
2290,3
2291,0
2292,0
2293,2
2294,5
2295,4
2296,0
2297,4
2298,3
2299,3
2300,0
2301,6
2302,5
2303,3
2304,6
2305,9
2306,9
2307,5
2308,1
2309,5
2310,0
2311,1
2312,0
2313,6
2314,4
2315,4
2316,7
2317,9
2318,1
2319,2
2320,1
2321,0
2322,3
2323,7
2324,7
2325,9
2326,4
2327,9
2328,9
2329,2
2330,9
2331,9
2332,7
2333,1
2334,5
2335,1
2336,1
2337,3
2338,1
2339,4
2340,5
2341,3
2342,9
2343,2
2344,5
2345,9
2346,4
2347,3
2348,6
2349,0
2350,5
2351,4
2352,2
2353,6
2354,1
2355,5
2356,5
2357,7
2358,4
2359,1
2360,0
2361,3
2362,3
2363,7
2364,6
2365,6
2366,5
2367,7
2368,4
2369,7
2370,3
2371,0
2372,7
2373,0
2374,7
2375,0
2376,5
2377,5
2378,1
2379,6
2380,4
2381,9
2382,6
2383,8
2384,3
2385,0
2386,9
2387,6
2388,8
2389,6
2390,3
2391,2
2392,6
2393,1
2394,7
2395,9
2396,1
2397,5
2398,7
2399,5
2400,9
2401,4
2402,2
2403,9
2404,0
2405,6
2406,0
2407,3
2408,0
2409,5
2410,2
2411,8
2412,0
2413,6
2414,7
2415,8
2416,6
2417,7
2418,6
2419,7
2420,1
2421,5
2422,1
2423,1
2424,5
2425,1
2426,2
2427,3
2428,5
2429,9
2430,4
2431,7
2432,6
2433,0
2434,7
2435,7
2436,3
2437,9
2438,6
2439,0
2440,1
2441,4
2442,3
2443,4
2444,6
2445,4
2446,9
2447,0
2448,5
2449,0
2450,8
2451,2
2452,9
2453,4
2454,5
2455,5
2456,0
2457,5
2458,6
2459,6
2460,5
2461,7
2462,9
2463,3
2464,4
2465,3
2466,8
2467,4
2468,7
2469,3
2470,5
2471,5
2472,6
2473,5
2474,8
2475,4
2476,5
2477,0
2478,8
2479,4
2480,9
2481,9
2482,9
2483,1
2484,5
2485,5
2486,1
2487,7
2488,9
2489,9
2490,5
2491,6
2492,4
2493,9
2494,4
2495,2
2496,1
2497,3
2498,5
2499,2
2500,0
2501,7
2502,5
2503,2
2504,3
2505,5
2506,1
2507,5
2508,0
2509,2
2510,4
2511,7
2512,7
2513,3
2514,0
2515,7
2516,0
2517,3
2518,7
2519,8
2520,9
2521,1
2522,5
2523,3
2524,8
2525,4
2526,0
2527,8
2528,0
2529,7
2530,3
2531,6
2532,3
2533,0
2534,8
2535,7
2536,6
2537,9
2538,7
2539,9
2540,5
2541,0
2542,6
2543,5
2544,9
2545,5
2546,5
2547,3
2548,9
2549,5
2550,0
2551,9
2552,4
2553,8
2554,4
2555,2
2556,9
2557,4
2558,1
2559,8
2560,5
2561,5
2562,9
2563,2
2564,5
2565,3
2566,0
2567,4
2568,0
2569,6
2570,0
2571,1
2572,5
2573,1
2574,2
2575,3
2576,5
2577,1
2578,4
2579,0
2580,2
2581,9
2582,9
2583,9
2584,7
2585,1
2586,3
2587,0
2588,6
2589,9
2590,5
2591,9
2592,1
2593,1
2594,5
2595,3
2596,8
2597,4
2598,9
2599,7
2600,8
2601,8
2602,4
2603,1
2604,0
2605,7
2606,7
2607,8
2608,6
2609,0
2610,5
2611,9
2612,1
2613,9
2614,0
2615,7
2616,5
2617,1
2618,5
2619,7
2620,6
2621,0
2622,1
2623,5
2624,0
2625,6
2626,4
2627,2
2628,5
2629,4
2630,9
2631,4
2632,5
2633,4
2634,1
2635,5
2636,2
2637,8
2638,3
2639,5
2640,8
2641,9
2642,8
2643,7
2644,8
2645,0
2646,6
2647,8
2648,3
2649,9
2650,8
2651,6
2652,0
2653,5
2654,5
2655,8
2656,0
2657,7
2658,1
2659,5
2660,2
2661,8
2662,6
2663,7
2664,3
2665,5
2666,1
2667,2
2668,6
2669,9
2670,1
2671,3
2672,5
2673,7
2674,7
2675,7
2676,9
2677,9
2678,0
2679,6
2680,6
2681,2
2682,9
2683,3
2684,4
2685,8
2686,5
2687,0
2688,4
2689,7
2690,4
2691,9
2692,1
2693,9
2694,6
2695,5
2696,7
2697,1
2698,1
2699,8
2700,3
2701,4
2702,3
2703,7
2704,6
2705,7
2706,7
2707,0
2708,2
2709,6
2710,2
2711,5
2712,5
2713,0
2714,4
2715,1
2716,0
2717,4
2718,9
2719,9
2720,8
2721,6
2722,5
2723,2
2724,5
2725,1
2726,8
2727,7
2728,7
2729,8
2730,7
2731,2
2732,1
2733,9
2734,9
2735,5
2736,6
2737,1
2738,8
2739,1
2740,0
2741,1
2742,6
2743,5
2744,7
2745,9
2746,5
2747,8
2748,7
2749,8
2750,3
2751,8
2752,3
2753,3
2754,5
2755,3
2756,4
2757,5
2758,8
2759,5
2760,4
2761,1
2762,1
2763,9
2764,2
2765,0
2766,1
2767,3
2768,7
2769,5
2770,7
2771,2
2772,6
2773,5
2774,6
2775,6
2776,3
2777,9
2778,2
2779,4
2780,6
2781,2
2782,7
2783,1
2784,1
2785,1
2786,3
2787,6
2788,8
2789,7
2790,1
2791,4
2792,5
2793,3
2794,3
2795,5
2796,1
2797,1
2798,4
2799,0
2800,6
2801,7
2802,4
2803,8
2804,7
2805,5
2806,6
2807,4
2808,5
2809,4
2810,0
2811,3
2812,1
2813,9
2814,3
2815,4
2816,7
2817,5
2818,3
2819,5
2820,1
2821,0
2822,5
2823,3
2824,8
2825,8
2826,2
2827,3
2828,6
2829,1
2830,2
2831,7
2832,0
2833,1
2834,0
2835,3
2836,4
2837,2
2838,1
2839,1
2840,8
2841,3
2842,6
2843,5
2844,0
2845,0
2846,6
2847,9
2848,5
2849,4
2850,1
2851,9
2852,5
2853,1
2854,2
2855,7
2856,6
2857,5
2858,6
2859,5
2860,1
2861,7
2862,3
2863,7
2864,9
2865,7
2866,9
2867,1
2868,8
2869,9
2870,3
2871,1
2872,8
2873,6
2874,4
2875,8
2876,0
2877,0
2878,0
2879,4
2880,6
2881,9
2882,7
2883,6
2884,9
2885,0
2886,4
2887,7
2888,9
2889,2
2890,0
2891,4
2892,2
2893,1
2894,1
2895,7
2896,3
2897,8
2898,9
2899,5
2900,4
2901,0
2902,9
2903,5
2904,6
2905,9
2906,3
2907,4
2908,5
2909,6
2910,7
2911,9
2912,6
2913,2
2914,6
2915,9
2916,5
2917,6
2918,5
2919,0
2920,8
2921,2
2922,5
2923,7
2924,4
2925,9
2926,7
2927,7
2928,9
2929,9
2930,6
2931,4
2932,4
2933,7
2934,9
2935,0
2936,7
2937,0
2938,1
2939,7
2940,2
2941,1
2942,5
2943,2
2944,9
2945,6
2946,5
2947,8
2948,7
2949,8
2950,7
2951,6
2952,3
2953,1
2954,0
2955,3
2956,0
2957,7
2958,8
2959,7
2960,3
2961,6
2962,0
2963,2
2964,7
2965,7
2966,0
2967,5
2968,9
2969,6
2970,0
2971,9
2972,7
2973,9
2974,2
2975,8
2976,9
2977,0
2978,0
2979,5
2980,4
2981,0
2982,0
2983,5
2984,7
2985,1
2986,1
2987,1
2988,1
2989,1
2990,8
2991,2
2992,0
2993,5
2994,7
2995,7
2996,6
2997,6
