ID,class
557,8
558,3
559,1
560,9
561,9
562,4
563,0
564,4
565,1
566,9
567,8
568,1
569,3
570,9
571,4
572,9
573,0
574,6
575,9
576,3
577,9
578,3
579,9
580,0
581,0
582,1
583,1
584,0
585,6
586,3
587,3
588,8
589,0
590,0
591,8
592,0
593,1
594,0
595,8
596,2
597,9
598,8
599,5
600,0
601,6
602,7
603,2
604,6
605,4
606,3
607,3
608,5
609,8
610,1
611,0
612,3
613,6
614,5
615,5
616,4
617,7
618,7
619,7
620,7
621,9
622,2
623,4
624,8
625,4
626,2
627,6
628,9
629,5
630,8
631,9
632,0
633,6
634,0
635,1
636,8
637,2
638,5
639,1
640,7
641,8
642,2
643,0
644,1
645,6
646,0
647,7
648,4
649,8
650,6
651,3
652,4
653,1
654,6
655,7
656,7
657,9
658,2
659,7
660,8
661,8
662,6
663,8
664,2
665,3
666,9
667,5
668,5
669,0
670,1
671,2
672,8
673,1
674,4
675,3
676,0
677,2
678,9
679,7
680,3
681,8
682,3
683,8
684,3
685,0
686,2
687,1
688,4
689,2
690,1
691,1
692,7
693,1
694,4
695,4
696,2
697,9
698,9
699,5
700,8
701,2
702,3
703,3
704,0
705,6
706,4
707,3
708,8
709,7
710,1
711,8
712,9
713,5
714,9
715,3
716,3
717,0
718,8
719,5
720,9
721,0
722,4
723,2
724,5
725,2
726,0
727,2
728,1
729,7
730,4
731,5
732,3
733,6
734,8
735,3
736,2
737,3
738,9
739,3
740,0
741,3
742,9
743,3
744,1
745,3
746,6
747,3
748,3
749,9
750,5
751,1
752,7
753,4
754,5
755,4
756,9
757,8
758,8
759,9
760,8
761,8
762,2
763,7
764,2
765,8
766,6
767,5
768,7
769,7
770,8
771,2
772,2
773,3
774,9
775,6
776,3
777,9
778,1
779,3
780,1
781,5
782,5
783,7
784,3
785,3
786,0
787,8
788,9
789,4
790,9
791,4
792,4
793,8
794,7
795,7
796,6
797,1
798,5
799,8
800,1
801,5
802,5
803,2
804,7
805,8
806,2
807,6
808,1
809,7
810,8
811,4
812,1
813,3
814,9
815,8
816,8
817,1
818,5
819,9
820,2
821,1
822,8
823,1
824,6
825,3
826,9
827,8
828,5
829,6
830,8
831,8
832,7
833,6
834,9
835,6
836,5
837,7
838,4
839,3
840,5
841,5
842,9
843,4
844,5
845,6
846,9
847,6
848,6
849,3
850,0
851,4
852,7
853,1
854,6
855,4
856,1
857,0
858,2
859,2
860,3
861,5
862,3
863,0
864,2
865,8
866,8
867,0
868,4
869,8
870,2
871,1
872,3
873,0
874,2
875,6
876,5
877,2
878,1
879,6
880,0
881,6
882,7
883,5
884,1
885,8
886,6
887,2
888,2
889,5
890,7
891,0
892,7
893,5
894,4
895,9
896,1
897,2
898,2
899,1
900,9
901,8
902,9
903,7
904,8
905,1
906,3
907,4
908,6
909,4
910,0
911,1
912,4
913,5
914,3
915,8
916,0
917,2
918,4
919,8
920,3
921,2
922,4
923,4
924,1
925,7
926,0
927,6
928,2
929,0
930,8
931,1
932,1
933,4
934,0
935,2
936,8
937,6
938,1
939,7
940,6
941,4
942,0
943,0
944,2
945,9
946,6
947,7
948,9
949,5
950,8
951,4
952,5
953,9
954,8
955,0
956,8
957,3
958,1
959,0
960,6
961,0
962,1
963,1
964,8
965,5
966,9
967,9
968,7
969,9
970,0
971,1
972,7
973,7
974,7
975,3
976,1
977,7
978,7
979,4
980,0
981,8
982,0
983,8
984,1
985,3
986,3
987,5
988,7
989,1
990,8
991,8
992,2
993,1
994,8
995,9
996,3
997,0
998,8
999,1
1000,4
1001,0
1002,5
1003,5
1004,2
1005,9
1006,9
1007,2
1008,0
1009,1
1010,9
1011,8
1012,6
1013,6
1014,7
1015,2
1016,0
1017,6
1018,2
1019,6
1020,5
1021,1
1022,7
1023,1
1024,9
1025,6
1026,9
1027,7
1028,7
1029,7
1030,7
1031,3
1032,7
1033,2
1034,9
1035,2
1036,1
1037,6
1038,9
1039,5
1040,9
1041,1
1042,3
1043,1
1044,2
1045,0
1046,0
1047,0
1048,3
1049,6
1050,0
1051,6
1052,0
1053,7
1054,7
1055,7
1056,5
1057,0
1058,7
1059,7
1060,1
1061,1
1062,4
1063,5
1064,3
1065,8
1066,3
1067,4
1068,7
1069,6
1070,2
1071,6
1072,0
1073,0
1074,6
1075,8
1076,2
1077,8
1078,4
1079,7
1080,1
1081,6
1082,9
1083,9
1084,1
1085,8
1086,2
1087,2
1088,6
1089,3
1090,7
1091,8
1092,6
1093,9
1094,2
1095,3
1096,1
1097,8
1098,3
1099,2
1100,0
1101,9
1102,2
1103,6
1104,8
1105,2
1106,4
1107,5
1108,2
1109,2
1110,0
1111,4
1112,9
1113,8
1114,7
1115,2
1116,8
1117,8
1118,0
1119,9
1120,0
1121,7
1122,5
1123,0
1124,0
1125,8
1126,6
1127,3
1128,7
1129,0
1130,2
1131,4
1132,7
1133,9
1134,3
1135,7
1136,0
1137,0
1138,2
1139,7
1140,0
1141,6
1142,8
1143,4
1144,1
1145,1
1146,1
1147,5
1148,9
1149,3
1150,1
1151,8
1152,7
1153,5
1154,8
1155,1
1156,5
1157,5
1158,9
1159,8
1160,0
1161,6
1162,9
1163,4
1164,1
1165,7
1166,4
1167,7
1168,7
1169,5
1170,7
1171,4
1172,1
1173,8
1174,7
1175,1
1176,9
1177,2
1178,4
1179,8
1180,2
1181,6
1182,7
1183,0
1184,1
1185,4
1186,3
1187,6
1188,5
1189,9
1190,2
1191,0
1192,6
1193,6
1194,0
1195,7
1196,6
1197,7
1198,3
1199,3
1200,2
1201,6
1202,0
1203,0
1204,6
1205,8
1206,8
1207,6
1208,8
1209,0
1210,7
1211,0
1212,1
1213,0
1214,1
1215,8
1216,6
1217,6
1218,4
1219,0
1220,0
1221,8
1222,4
1223,9
1224,3
1225,5
1226,9
1227,6
1228,6
1229,5
1230,4
1231,8
1232,3
1233,7
1234,4
1235,3
1236,8
1237,6
1238,9
1239,2
1240,4
1241,9
1242,5
1243,6
1244,6
1245,8
1246,1
1247,0
1248,9
1249,8
1250,0
1251,3
1252,0
1253,9
1254,9
1255,2
1256,0
1257,2
1258,3
1259,4
1260,7
1261,8
1262,3
1263,7
1264,6
1265,5
1266,6
1267,5
1268,0
1269,2
1270,6
1271,8
1272,2
1273,6
1274,3
1275,7
1276,5
1277,5
1278,7
1279,4
1280,9
1281,6
1282,1
1283,5
1284,6
1285,8
1286,2
1287,6
1288,7
1289,5
1290,3
1291,4
1292,7
1293,6
1294,1
1295,2
1296,8
1297,1
1298,8
1299,3
1300,2
1301,9
1302,2
1303,6
1304,7
1305,5
1306,3
1307,3
1308,8
1309,0
1310,1
1311,4
1312,6
1313,3
1314,7
1315,1
1316,1
1317,2
1318,7
1319,5
1320,8
1321,8
1322,6
1323,4
1324,1
1325,6
1326,8
1327,8
1328,9
1329,1
1330,4
1331,3
1332,4
1333,3
1334,3
1335,7
1336,0
1337,9
1338,2
1339,6
1340,4
1341,2
1342,2
1343,1
1344,1
1345,9
1346,8
1347,6
1348,6
1349,9
1350,7
1351,0
1352,0
1353,7
1354,4
1355,8
1356,2
1357,0
1358,8
1359,9
1360,2
1361,8
1362,1
1363,8
1364,9
1365,2
1366,8
1367,8
1368,8
1369,9
1370,9
1371,8
1372,0
1373,8
1374,0
1375,8
1376,7
1377,8
1378,3
1379,8
1380,8
1381,4
1382,1
1383,9
1384,8
1385,3
1386,2
1387,1
1388,4
1389,2
1390,1
1391,9
1392,3
1393,1
1394,8
1395,3
1396,8
1397,5
1398,3
1399,2
1400,8
1401,2
1402,4
1403,3
1404,0
1405,1
1406,4
1407,9
1408,5
1409,8
1410,8
1411,6
1412,1
1413,1
1414,7
1415,2
1416,3
1417,3
1418,6
1419,5
1420,1
1421,9
1422,6
1423,8
1424,4
1425,5
1426,0
1427,4
1428,3
1429,6
1430,6
1431,9
1432,4
1433,7
1434,2
1435,7
1436,2
1437,6
1438,8
1439,9
1440,1
1441,9
1442,2
1443,2
1444,1
1445,3
1446,6
1447,1
1448,6
1449,9
1450,1
1451,5
1452,2
1453,9
1454,2
1455,1
1456,8
1457,1
1458,3
1459,3
1460,8
1461,0
1462,4
1463,7
1464,4
1465,5
1466,1
1467,8
1468,7
1469,9
1470,8
1471,9
1472,8
1473,5
1474,6
1475,3
1476,8
1477,4
1478,1
1479,2
1480,8
1481,8
1482,8
1483,4
1484,0
1485,3
1486,9
1487,1
1488,6
1489,0
1490,5
1491,8
1492,1
1493,6
1494,9
1495,0
1496,9
1497,9
1498,8
1499,5
1500,8
1501,2
1502,7
1503,1
1504,7
1505,5
1506,8
1507,1
1508,0
1509,6
1510,7
1511,5
1512,1
1513,5
1514,7
1515,6
1516,0
1517,4
1518,4
1519,6
1520,1
1521,5
1522,5
1523,0
1524,8
1525,1
1526,5
1527,3
1528,5
1529,3
1530,1
1531,1
1532,8
1533,7
1534,9
1535,0
1536,8
1537,2
1538,5
1539,2
1540,4
1541,8
1542,1
1543,6
1544,4
1545,5
1546,1
1547,5
1548,3
1549,3
1550,7
1551,9
1552,8
1553,3
1554,4
1555,3
1556,3
1557,4
1558,9
1559,8
1560,4
1561,0
1562,8
1563,5
1564,1
1565,1
1566,4
1567,6
1568,3
1569,4
1570,4
1571,5
1572,8
1573,2
1574,6
1575,0
1576,2
1577,0
1578,6
1579,3
1580,4
1581,8
1582,8
1583,9
1584,6
1585,3
1586,2
1587,4
1588,7
1589,6
1590,7
1591,8
1592,5
1593,7
1594,8
1595,7
1596,1
1597,8
1598,7
1599,5
1600,8
1601,0
1602,4
1603,4
1604,6
1605,9
1606,3
1607,6
1608,5
1609,6
1610,5
1611,9
1612,4
1613,1
1614,9
1615,5
1616,9
1617,3
1618,5
1619,8
1620,0
1621,3
1622,1
1623,3
1624,8
1625,2
1626,7
1627,4
1628,8
1629,8
1630,1
1631,9
1632,9
1633,6
1634,2
1635,3
1636,5
1637,7
1638,0
1639,4
1640,4
1641,2
1642,1
1643,3
1644,8
1645,7
1646,0
1647,9
1648,2
1649,0
1650,2
1651,9
1652,7
1653,2
1654,7
1655,1
1656,5
1657,6
1658,4
1659,9
1660,8
1661,6
1662,7
1663,4
1664,1
1665,7
1666,0
1667,9
1668,2
1669,4
1670,4
1671,6
1672,5
1673,3
1674,1
1675,6
1676,2
1677,1
1678,9
1679,8
1680,4
1681,1
1682,2
1683,2
1684,2
1685,8
1686,0
1687,5
1688,3
1689,2
1690,5
1691,5
1692,1
1693,9
1694,1
1695,5
1696,2
1697,5
1698,2
1699,6
1700,2
1701,9
1702,4
1703,4
1704,5
1705,1
1706,7
1707,8
1708,4
1709,6
1710,7
1711,2
1712,1
1713,1
1714,7
1715,1
1716,9
1717,8
1718,3
1719,3
1720,0
1721,6
1722,6
1723,4
1724,6
1725,9
1726,4
1727,0
1728,8
1729,3
1730,4
1731,8
1732,4
1733,5
1734,4
1735,7
1736,9
1737,2
1738,4
1739,6
1740,5
1741,1
1742,9
1743,5
1744,8
1745,6
1746,0
1747,6
1748,1
1749,2
1750,7
1751,9
1752,3
1753,0
1754,5
1755,9
1756,6
1757,7
1758,9
1759,0
1760,0
1761,0
1762,3
1763,4
1764,4
1765,8
1766,5
1767,1
1768,0
1769,6
1770,6
1771,8
1772,2
1773,1
1774,1
1775,6
1776,8
1777,8
1778,8
1779,9
1780,3
1781,4
1782,3
1783,3
1784,2
1785,1
1786,2
1787,0
1788,9
1789,2
1790,1
1791,4
1792,1
1793,5
1794,6
1795,2
1796,5
1797,1
1798,4
1799,3
1800,0
1801,3
1802,5
1803,0
1804,9
1805,8
1806,0
1807,6
1808,1
1809,0
1810,4
1811,9
1812,8
1813,5
1814,0
1815,5
1816,0
1817,5
1818,1
1819,8
1820,1
1821,8
1822,5
1823,0
1824,4
1825,4
1826,6
1827,8
1828,8
1829,3
1830,1
1831,0
1832,9
1833,4
1834,2
1835,7
1836,8
1837,2
1838,2
1839,0
1840,2
1841,9
1842,9
1843,7
1844,7
1845,6
1846,3
1847,2
1848,0
1849,0
1850,3
1851,7
1852,2
1853,4
1854,2
1855,9
1856,8
1857,7
1858,5
1859,5
1860,3
1861,8
1862,6
1863,9
1864,9
1865,2
1866,6
1867,4
1868,8
1869,8
1870,0
1871,6
1872,5
1873,6
1874,7
1875,7
1876,4
1877,7
1878,7
1879,4
1880,0
1881,7
1882,1
1883,9
1884,1
1885,0
1886,9
1887,7
1888,2
1889,3
1890,0
1891,8
1892,4
1893,2
1894,4
1895,7
1896,3
1897,2
1898,1
1899,1
1900,9
1901,2
1902,8
1903,7
1904,3
1905,7
1906,4
1907,8
1908,2
1909,7
1910,6
1911,4
1912,1
1913,8
1914,5
1915,9
1916,8
1917,2
1918,2
1919,3
1920,9
1921,0
1922,4
1923,8
1924,1
1925,9
1926,7
1927,6
1928,7
1929,4
1930,4
1931,7
1932,6
1933,8
1934,6
1935,3
1936,0
1937,3
1938,8
1939,8
1940,7
1941,8
1942,1
1943,5
1944,1
1945,1
1946,9
1947,3
1948,6
1949,5
1950,5
1951,8
1952,9
1953,4
1954,6
1955,1
1956,9
1957,8
1958,4
1959,0
1960,1
1961,2
1962,1
1963,2
1964,2
1965,0
1966,4
1967,4
1968,0
1969,8
1970,2
1971,7
1972,4
1973,4
1974,1
1975,7
1976,1
1977,5
1978,8
1979,7
1980,7
1981,6
1982,8
1983,9
1984,6
1985,9
1986,5
1987,8
1988,4
1989,1
1990,9
1991,8
1992,0
1993,8
1994,7
1995,6
1996,2
1997,2
1998,5
1999,0
2000,5
2001,9
2002,4
2003,4
2004,9
2005,2
2006,8
2007,4
2008,4
2009,4
2010,4
2011,5
2012,8
2013,0
2014,5
2015,4
2016,1
2017,7
2018,9
2019,9
2020,3
2021,8
2022,1
2023,3
2024,5
2025,5
2026,5
2027,3
2028,5
2029,2
2030,3
2031,0
2032,8
2033,8
2034,0
2035,5
2036,2
2037,8
2038,5
2039,9
2040,3
2041,5
2042,4
2043,8
2044,8
2045,9
2046,1
2047,8
2048,4
2049,0
2050,4
2051,3
2052,2
2053,7
2054,7
2055,2
2056,1
2057,1
2058,5
2059,1
2060,9
2061,9
2062,2
2063,8
2064,7
2065,8
2066,1
2067,9
2068,6
2069,0
2070,0
2071,6
2072,3
2073,7
2074,2
2075,8
2076,8
2077,8
2078,7
2079,4
2080,3
2081,6
2082,1
2083,7
2084,3
2085,7
2086,4
2087,1
2088,9
2089,6
2090,8
2091,5
2092,3
2093,8
2094,7
2095,7
2096,7
2097,4
2098,8
2099,3
2100,7
2101,1
2102,0
2103,5
2104,5
2105,4
2106,3
2107,2
2108,8
2109,3
2110,5
2111,0
2112,6
2113,2
2114,1
2115,7
2116,1
2117,1
2118,0
2119,8
2120,3
2121,0
2122,8
2123,2
2124,8
2125,2
2126,2
2127,1
2128,9
2129,9
2130,2
2131,3
2132,8
2133,1
2134,3
2135,2
2136,6
2137,5
2138,6
2139,9
2140,3
2141,9
2142,3
2143,5
2144,0
2145,1
2146,8
2147,3
2148,6
2149,5
2150,5
2151,2
2152,2
2153,9
2154,5
2155,9
2156,0
2157,0
2158,4
2159,0
2160,6
2161,3
2162,1
2163,9
2164,5
2165,8
2166,3
2167,3
2168,5
2169,6
2170,1
2171,1
2172,2
2173,0
2174,7
2175,8
2176,3
2177,7
2178,3
2179,8
2180,8
2181,6
2182,0
2183,3
2184,8
2185,4
2186,8
2187,7
2188,1
2189,6
2190,9
2191,0
2192,6
2193,9
2194,7
2195,3
2196,9
2197,1
2198,4
2199,8
2200,9
2201,4
2202,3
2203,3
2204,3
2205,0
2206,8
2207,9
2208,7
2209,3
2210,3
2211,2
2212,8
2213,4
2214,2
2215,6
2216,9
2217,9
2218,0
2219,3
2220,7
2221,1
2222,5
2223,3
2224,2
2225,6
2226,5
2227,7
2228,0
2229,0
2230,7
2231,8
2232,0
2233,1
2234,9
2235,6
2236,7
2237,4
2238,8
2239,0
2240,3
2241,7
2242,8
2243,1
2244,0
2245,6
2246,2
2247,1
2248,8
2249,2
2250,1
2251,3
2252,1
2253,0
2254,7
2255,6
2256,8
2257,7
2258,6
2259,2
2260,3
2261,1
2262,3
2263,5
2264,6
2265,6
2266,9
2267,3
2268,9
2269,9
2270,8
2271,2
2272,6
2273,4
2274,0
2275,7
2276,4
2277,6
2278,9
2279,6
2280,4
2281,1
2282,9
2283,1
2284,0
2285,9
2286,3
2287,6
2288,1
2289,6
2290,7
2291,0
2292,0
2293,2
2294,7
2295,7
2296,2
2297,3
2298,3
2299,4
2300,0
2301,3
2302,5
2303,3
2304,6
2305,4
2306,9
2307,4
2308,1
2309,0
2310,0
2311,1
2312,8
2313,3
2314,2
2315,4
2316,7
2317,1
2318,8
2319,7
2320,1
2321,0
2322,3
2323,5
2324,4
2325,9
2326,4
2327,0
2328,9
2329,2
2330,0
2331,9
2332,7
2333,1
2334,7
2335,8
2336,1
2337,3
2338,9
2339,4
2340,5
2341,3
2342,9
2343,0
2344,3
2345,9
2346,4
2347,0
2348,6
2349,8
2350,8
2351,4
2352,2
2353,7
2354,1
2355,0
2356,2
2357,7
2358,4
2359,9
2360,0
2361,8
2362,3
2363,9
2364,6
2365,6
2366,5
2367,7
2368,1
2369,7
2370,6
2371,0
2372,7
2373,1
2374,8
2375,8
2376,5
2377,5
2378,9
2379,2
2380,4
2381,8
2382,6
2383,8
2384,9
2385,0
2386,9
2387,6
2388,8
2389,6
2390,2
2391,7
2392,3
2393,5
2394,9
2395,9
2396,1
2397,5
2398,9
2399,7
2400,9
2401,7
2402,7
2403,3
2404,0
2405,6
2406,0
2407,3
2408,0
2409,7
2410,8
2411,8
2412,7
2413,5
2414,7
2415,8
2416,6
2417,7
2418,4
2419,7
2420,1
2421,3
2422,1
2423,1
2424,4
2425,1
2426,5
2427,3
2428,5
2429,9
2430,4
2431,7
2432,6
2433,1
2434,9
2435,7
2436,3
2437,1
2438,6
2439,8
2440,1
2441,7
2442,5
2443,4
2444,6
2445,2
2446,9
2447,0
2448,8
2449,8
2450,8
2451,4
2452,9
2453,4
2454,3
2455,2
2456,0
2457,3
2458,6
2459,7
2460,7
2461,7
2462,7
2463,6
2464,3
2465,2
2466,0
2467,7
2468,7
2469,3
2470,6
2471,2
2472,6
2473,5
2474,8
2475,4
2476,5
2477,0
2478,8
2479,2
2480,9
2481,9
2482,9
2483,1
2484,9
2485,5
2486,9
2487,7
2488,9
2489,9
2490,4
2491,4
2492,4
2493,9
2494,8
2495,4
2496,1
2497,3
2498,8
2499,2
2500,0
2501,0
2502,3
2503,4
2504,3
2505,3
2506,8
2507,5
2508,0
2509,3
2510,4
2511,0
2512,7
2513,3
2514,0
2515,4
2516,6
2517,2
2518,2
2519,8
2520,0
2521,1
2522,2
2523,7
2524,8
2525,4
2526,0
2527,0
2528,1
2529,2
2530,5
2531,6
2532,3
2533,3
2534,8
2535,7
2536,4
2537,1
2538,7
2539,9
2540,3
2541,0
2542,6
2543,5
2544,2
2545,4
2546,5
2547,5
2548,9
2549,3
2550,0
2551,1
2552,4
2553,0
2554,4
2555,0
2556,7
2557,4
2558,1
2559,8
2560,8
2561,9
2562,9
2563,6
2564,2
2565,2
2566,8
2567,4
2568,0
2569,3
2570,8
2571,1
2572,5
2573,1
2574,2
2575,5
2576,3
2577,6
2578,4
2579,0
2580,8
2581,1
2582,9
2583,1
2584,8
2585,0
2586,6
2587,0
2588,6
2589,8
2590,3
2591,8
2592,1
2593,0
2594,9
2595,3
2596,8
2597,4
2598,7
2599,7
2600,2
2601,8
2602,4
2603,1
2604,0
2605,3
2606,7
2607,0
2608,6
2609,0
2610,3
2611,9
2612,9
2613,9
2614,8
2615,3
2616,3
2617,1
2618,7
2619,0
2620,6
2621,8
2622,1
2623,3
2624,0
2625,3
2626,4
2627,2
2628,5
2629,2
2630,9
2631,6
2632,6
2633,0
2634,1
2635,5
2636,0
2637,0
2638,4
2639,3
2640,8
2641,1
2642,8
2643,7
2644,4
2645,1
2646,6
2647,8
2648,3
2649,9
2650,8
2651,5
2652,0
2653,3
2654,7
2655,8
2656,0
2657,0
2658,1
2659,5
2660,2
2661,8
2662,8
2663,7
2664,4
2665,5
2666,1
2667,0
2668,2
2669,9
2670,1
2671,7
2672,9
2673,7
2674,7
2675,7
2676,9
2677,9
2678,0
2679,6
2680,6
2681,2
2682,1
2683,3
2684,7
2685,8
2686,6
2687,8
2688,4
2689,7
2690,8
2691,8
2692,9
2693,9
2694,3
2695,5
2696,7
2697,1
2698,1
2699,8
2700,2
2701,7
2702,5
2703,7
2704,6
2705,9
2706,2
2707,0
2708,0
2709,6
2710,5
2711,2
2712,2
2713,0
2714,4
2715,1
2716,0
2717,7
2718,9
2719,1
2720,8
2721,6
2722,4
2723,7
2724,6
2725,9
2726,8
2727,7
2728,2
2729,8
2730,7
2731,0
2732,1
2733,4
2734,1
2735,5
2736,4
2737,5
2738,8
2739,1
2740,4
2741,1
2742,6
2743,3
2744,4
2745,0
2746,3
2747,8
2748,7
2749,8
2750,2
2751,8
2752,4
2753,3
2754,5
2755,8
2756,7
2757,3
2758,8
2759,9
2760,4
2761,1
2762,1
2763,9
2764,2
2765,7
2766,1
2767,6
2768,7
2769,6
2770,2
2771,2
2772,6
2773,5
2774,7
2775,1
2776,3
2777,8
2778,2
2779,6
2780,7
2781,2
2782,7
2783,2
2784,1
2785,1
2786,7
2787,3
2788,8
2789,7
2790,1
2791,4
2792,5
2793,2
2794,1
2795,2
2796,1
2797,1
2798,4
2799,0
2800,7
2801,7
2802,4
2803,8
2804,9
2805,1
2806,6
2807,4
2808,5
2809,7
2810,8
2811,3
2812,1
2813,9
2814,3
2815,4
2816,3
2817,4
2818,3
2819,2
2820,2
2821,0
2822,2
2823,6
2824,8
2825,8
2826,4
2827,0
2828,4
2829,8
2830,4
2831,7
2832,0
2833,1
2834,0
2835,5
2836,4
2837,2
2838,1
2839,1
2840,8
2841,5
2842,6
2843,3
2844,7
2845,0
2846,3
2847,9
2848,5
2849,4
2850,1
2851,1
2852,3
2853,1
2854,0
2855,5
2856,6
2857,3
2858,6
2859,3
2860,9
2861,7
2862,4
2863,7
2864,9
2865,7
2866,1
2867,3
2868,8
2869,7
2870,6
2871,1
2872,8
2873,6
2874,2
2875,1
2876,0
2877,8
2878,2
2879,4
2880,3
2881,8
2882,3
2883,6
2884,9
2885,7
2886,4
2887,4
2888,9
2889,3
2890,0
2891,4
2892,2
2893,8
2894,9
2895,3
2896,3
2897,8
2898,1
2899,5
2900,6
2901,0
2902,7
2903,5
2904,5
2905,8
2906,6
2907,5
2908,5
2909,3
2910,4
2911,0
2912,6
2913,2
2914,6
2915,1
2916,5
2917,2
2918,3
2919,8
2920,8
2921,2
2922,9
2923,4
2924,7
2925,9
2926,7
2927,7
2928,7
2929,9
2930,3
2931,7
2932,4
2933,1
2934,1
2935,0
2936,7
2937,2
2938,1
2939,7
2940,0
2941,1
2942,5
2943,4
2944,8
2945,5
2946,2
2947,8
2948,7
2949,8
2950,7
2951,7
2952,8
2953,9
2954,8
2955,3
2956,0
2957,9
2958,8
2959,9
2960,9
2961,6
2962,8
2963,8
2964,4
2965,7
2966,8
2967,5
2968,6
2969,6
2970,0
2971,3
2972,7
2973,9
2974,8
2975,2
2976,4
2977,8
2978,8
2979,5
2980,7
2981,0
2982,2
2983,5
2984,1
2985,1
2986,1
2987,9
2988,6
2989,9
2990,1
2991,4
2992,0
2993,5
2994,9
2995,7
2996,6
2997,7
